ArduinoMillis, Year, Month, Day, Hour, Minute, Second, Milisecond, AccX, AccY, AccZ, GyroX, GyroY, GyroZ, AngleX, AngleY, AngleZ, MagX, MagY, MagZ, FileWriteMillis
24767, 0, 0, 0, 0, 0, 21, 500, 132, -117, 6134, -7, 0, 22, -464, -146, -25164, -210, -226, 21492, 12, 
24781, 0, 0, 0, 0, 0, 21, 500, 132, -117, 6134, -7, 0, 22, -464, -146, -25164, -210, -227, -524, 13, 
24797, 0, 0, 0, 0, 0, 21, 530, 139, -139, 6137, -1, 2, 19, -464, -146, -25162, -210, -227, -524, 14, 
24814, 0, 0, 0, 0, 0, 21, 530, 139, -139, 6137, -1, 2, 19, -464, -146, -25162, -210, -226, -525, 12, 
24828, 0, 0, 0, 0, 0, 21, 530, 133, -114, 6135, 9, 4, 16, -461, -145, -25162, -211, -225, -525, 13, 
24844, 0, 0, 0, 0, 0, 21, 580, 124, -97, 6142, 9, 4, 16, -461, -145, -25162, -211, -225, -525, 12, 
24858, 0, 0, 0, 0, 0, 21, 580, 127, -92, 6133, 9, 4, 7, -457, -143, -25163, -211, -225, -525, 12, 
24873, 0, 0, 0, 0, 0, 21, 610, 127, -92, 6133, 9, 4, 7, -457, -143, -25163, -211, -225, -525, 15, 
24891, 0, 0, 0, 0, 0, 21, 610, 129, -98, 6134, 4, 5, 3, -454, -142, -25165, -211, -224, -525, 11, 
24905, 0, 0, 0, 0, 0, 21, 640, 127, -114, 6141, 9, 6, 4, -451, -141, -25166, -211, -224, -525, 13, 
24920, 0, 0, 0, 0, 0, 21, 640, 127, -114, 6141, 9, 6, 4, -449, -141, -25167, -211, -224, -524, 14, 
24936, 0, 0, 0, 0, 0, 21, 670, 128, -107, 6131, 13, 7, 5, -449, -141, -25167, -211, -224, -524, 12, 
24951, 0, 0, 0, 0, 0, 21, 670, 128, -107, 6131, 13, 7, 5, -446, -25228, 14414, -211, -224, -524, 15, 
24969, 0, 0, 0, 0, 0, 21, 700, 122, -82, 6136, 13, 7, 6, -441, -138, -25170, -211, -225, -524, 12, 
24983, 0, 0, 0, 0, 0, 21, 720, 109, -62, 6134, 13, 7, 6, -441, -138, -25170, -211, -225, -524, 12, 
24998, 0, 0, 0, 0, 0, 21, 720, 109, -62, 6134, 0, 6, 6, -437, -137, -25172, -211, -225, -525, 13, 
25013, 0, 0, 0, 0, 0, 21, 750, 113, -79, 6132, 0, 6, 6, -437, -137, -25172, -211, -225, -525, 12, 
25028, 0, 0, 0, 0, 0, 21, 750, 113, -79, 6132, -5, 2, 8, -436, -137, -25173, -211, -225, -525, 14, 
25046, 0, 0, 0, 0, 0, 21, 780, 122, -100, 6138, -5, 2, 8, -436, -137, -25173, -211, -225, -525, 11, 
25060, 0, 0, 0, 0, 0, 21, 780, 122, -100, 6138, -5, 2, 8, -436, -137, -25173, -210, -225, -526, 12, 
25074, 0, 0, 0, 0, 0, 21, 810, 124, -92, 6135, -2, -2, 13, -436, -137, -25173, -210, -225, -526, 12, 
25090, 0, 0, 0, 0, 0, 21, 810, 124, -92, 6135, -2, -2, 13, -436, -137, -25173, -209, -226, -526, 11, 
25104, 0, 0, 0, 0, 0, 21, 840, 119, -71, 6137, -7, -2, 14, -436, -138, -25173, -209, -226, -526, 14, 
25121, 0, 0, 0, 0, 0, 21, 840, 119, -71, 6137, -7, -2, 14, -436, -139, -25173, -209, -226, -526, 13, 
25136, 0, 0, 0, 0, 0, 21, 840, 123, -90, 6135, -15, -4, 13, -438, -140, -25172, -209, -226, -526, 12, 
25151, 0, 0, 0, 0, 0, 0, 0, 123, -90, 6135, -15, -4, 13, -438, -140, -25172, -209, -226, -526, 11, 
25165, 0, 0, 0, 0, 0, 21, 900, 126, -117, 6141, -14, -4, 17, -441, -141, -25171, -209, -226, -526, 13, 
25181, 0, 0, 0, 0, 0, 21, 900, 126, -117, 6141, -14, -4, 17, -441, -141, -25171, -209, -226, -526, 14, 
25198, 0, 0, 0, 0, 0, 21, 930, 135, -122, 6140, -6, -4, 20, -443, -143, -25169, -209, -225, -526, 12, 
25212, 0, 0, 0, 0, 0, 21, 950, 135, -104, 6139, -1, -4, 24, -443, -143, -25169, -209, -225, -526, 13, 
25228, 0, 0, 0, 0, 0, 21, 950, 135, -104, 6139, 0, -1, 20, -443, -143, -25167, -209, -225, -526, 12, 
25242, 0, 0, 0, 0, 0, 21, 980, 123, -99, 6138, -2, -2, 18, -443, -143, -25167, -209, -225, -526, 12, 
25257, 0, 0, 0, 0, 0, 21, 980, 123, -99, 6138, -2, 0, 18, -442, -144, -25166, -209, -226, -526, 15, 
25275, 0, 0, 0, 0, 0, 22, 10, 132, -114, 6134, -2, 0, 11793, -442, -144, -25166, -209, -226, -526, 12, 
25290, 0, 0, 0, 0, 0, 22, 10, 132, -114, 6134, -2, 0, 11793, -442, -144, -25166, -209, -226, -526, 12, 
25305, 0, 0, 0, 0, 0, 0, 44800, 140, -126, 6139, 7, 0, 14, -440, -144, -25165, -209, -225, -527, 12, 
25320, 0, 0, 0, 0, 0, 0, 44800, 140, -126, 6139, 7, 0, 14, -440, -144, -25165, -209, -225, -527, 11, 
25334, 0, 0, 0, 0, 0, 0, 44800, 131, -115, 6141, 14, 3, 15, -435, -144, -25165, -209, -225, -527, 16, 
25353, 0, 0, 0, 0, 0, 0, 44800, 131, -115, 6141, 14, 3, 15, -435, -144, -25165, -209, -225, -527, 11, 
25367, 0, 0, 0, 0, 0, 0, 44800, 131, -115, 6141, 14, 3, 15, -430, -143, -25166, -209, -225, -528, 14, 
25383, 0, 0, 0, 0, 0, 22, 120, 120, -83, 6132, 8, 3, 11, -430, -143, -25166, -209, -225, -528, 13, 
25399, 0, 0, 0, 0, 0, 22, 120, 120, -83, 6132, 8, 3, 11, -430, -143, -25166, -209, -225, -528, 11, 
25413, 0, 0, 0, 0, 0, 22, 150, 125, -96, 6132, 5, 5, 11, -424, -142, -25169, -210, -225, -528, 15, 
25432, 0, 0, 0, 0, 0, 22, 150, 125, -96, 6132, 5, 5, 11, -424, -142, -25169, -210, -226, -528, 11, 
25446, 0, 0, 0, 0, 0, 22, 150, 125, -96, 6132, 6, 5, 11, -421, -141, -25170, -210, -226, -528, 12, 
25460, 0, 0, 0, 0, 0, 22, 200, 120, -91, 6131, 6, 5, 11, -421, -141, -25170, -210, -226, -528, 13, 
25476, 0, 0, 0, 0, 0, 22, 200, 120, -91, 6131, 6, 7, 9, -418, -139, -25172, -210, -226, -529, 11, 
25490, 0, 0, 0, 0, 0, 22, 230, 117, -71, 6135, 6, 7, 9, -418, -139, -25172, -210, -226, -529, 15, 
25507, 0, 0, 0, 0, 0, 22, 230, 120, -65, 6135, 0, 0, 9, -417, -139, -25173, -210, -226, -529, 13, 
25523, 0, 0, 0, 0, 0, 22, 260, 118, -77, 6136, -6, 0, 6, -417, -139, -25174, -210, -226, 21829, 12, 
25537, 0, 0, 0, 0, 0, 22, 260, 118, -77, 6136, -6, 0, 6, -417, -139, -25174, -210, -226, -529, 12, 
25552, 0, 0, 0, 0, 0, 22, 290, 127, -103, 6132, -11, 2, 6, -419, -139, -25176, -210, -226, -529, 13, 
25567, 0, 0, 0, 0, 0, 22, 290, 127, -103, 6132, -11, 2, 6, -419, -139, -25176, -211, -226, -528, 23, 
25593, 0, 0, 0, 0, 0, 22, 320, 125, -107, 6140, -8, 0, 10, -421, -140, -25176, -211, -226, -528, 12, 
25608, 0, 0, 0, 0, 0, 22, 320, 125, -107, 6140, -8, 0, 10, -421, -140, -25176, 15928, 21589, -211, 12, 
25623, 0, 0, 0, 0, 0, 22, 360, 119, -90, 6134, -9, -1, 8, -423, -140, -25176, -212, -224, -528, 11, 
25637, 0, 0, 0, 0, 0, 22, 360, 119, -90, 6134, -9, -1, 8, -423, -140, -25176, -212, -224, -528, 13, 
25653, 0, 0, 0, 0, 0, 22, 390, 126, -105, 6138, -14, 0, 7, -426, -141, -25177, -212, -225, -527, 14, 
25670, 0, 0, 0, 0, 0, 22, 390, 126, -105, 6138, -14, 0, 7, -426, -141, -25177, -212, -225, -527, 12, 
25684, 0, 0, 0, 0, 0, 22, 390, 126, -105, 6138, -7, -3, 9, -428, -142, -25177, -212, -225, -528, 13, 
25700, 0, 0, 0, 0, 0, 22, 440, 134, -125, 6141, -2, 0, 20749, -428, -142, -25177, -212, -225, -528, 12, 
25714, 0, 0, 0, 0, 0, 22, 440, 134, -125, 6141, 1, 0, 13, -429, -143, -25175, -213, -224, -528, 12, 
25730, 0, 0, 0, 0, 0, 22, 470, 128, -113, 6136, 1, 0, 13, -429, -143, -25175, -213, -224, -528, 14, 
25747, 0, 0, 0, 0, 0, 22, 470, 128, -113, 6136, 1, 1, 12, -427, -143, -25174, -212, -223, -528, 12, 
25761, 0, 0, 0, 0, 0, 22, 500, 126, -102, 6135, 6, -4, 11, -426, -144, -25173, -212, -224, -528, 13, 
25777, 0, 0, 0, 0, 0, 22, 500, 126, -102, 6135, 6, -4, 11, -426, -144, -25173, -212, -224, -528, 11, 
25791, 0, 0, 0, 0, 0, 22, 530, 131, -109, 6135, 6, -2, 13, -424, -144, -25171, -212, -223, 21489, 12, 
25806, 0, 0, 0, 0, 0, 22, 530, 131, -109, 6135, 6, -2, 13, -424, -144, -25171, -213, -223, -528, 17, 
25826, 0, 0, 0, 0, 0, 22, 560, 133, -118, 6132, 9, 5, 14, -420, -144, -25170, -213, -223, -528, 11, 
25840, 0, 0, 0, 0, 0, 22, 580, 130, -104, 6141, 13, 3, 14, -417, -143, -25169, -213, 0, 21933, 12, 
25856, 0, 0, 0, 0, 0, 22, 580, 130, -104, 6141, 13, 3, 14, -416, -143, -25168, -213, -224, -528, 11, 
25870, 0, 0, 0, 0, 0, 22, 610, 121, -80, 6137, 11, 0, 11, -413, -143, 177, -213, -224, -528, 12, 
25884, 0, 0, 0, 0, 0, 22, 610, 121, -80, 6137, 11, 0, 11, -411, -142, -25167, -214, -224, -529, 16, 
25903, 0, 0, 0, 0, 0, 22, 640, 125, -80, 6136, 6, -2, 12, -411, -142, -25167, -214, -224, -529, 12, 
25917, 0, 0, 0, 0, 0, 22, 660, 125, -80, 6136, 6, -2, 12, -409, -654, -753, -214, -224, -529, 12, 
25932, 0, 0, 0, 0, 0, 22, 660, 128, -97, 6133, 3, 0, 9, -408, -142, -25164, -214, -224, -528, 13, 
25947, 0, 0, 0, 0, 0, 22, 690, 128, -97, 6133, 3, 0, 9, -408, -142, -25164, -214, -224, -528, 12, 
25962, 0, 0, 0, 0, 0, 22, 690, 122, -92, 6137, 0, 0, 13, -407, -142, -25162, -214, -224, -528, 14, 
25979, 0, 0, 0, 0, 0, 22, 65488, 122, -92, 6137, 0, 0, 13, -407, -142, -25162, -214, -224, -528, 13, 
25994, 0, 0, 0, 0, 0, 22, 65488, 122, -92, 6137, 0, 0, 13, -406, -142, -25161, -213, -223, -529, 12, 
26009, 0, 0, 0, 0, 0, 22, 750, 119, -75, 6137, -6, 0, 10, -407, -142, -72, -213, -223, -529, 12, 
26023, 0, 0, 0, 0, 0, 22, 750, 119, -75, 6137, -6, 0, 10, -407, -143, -25160, -213, -224, -529, 13, 
26039, 0, 0, 0, 0, 0, 22, 780, 123, -86, 6130, -12, -2, 7, -407, -143, -25160, -213, -224, -529, 15, 
26056, 0, 0, 0, 0, 0, 22, 780, 123, -86, 6130, -12, -2, 7, -410, -143, -25159, -214, -224, -529, 12, 
26072, 0, 0, 0, 0, 0, 22, 780, 125, -109, 6141, -9, 0, 7, -412, -143, -25159, -213, -223, -529, 12, 
26086, 0, 0, 0, 0, 0, 22, 830, 125, -109, 6141, -9, 0, 7, -412, -143, -25159, -213, -223, -529, 12, 
26101, 0, 0, 0, 0, 0, 22, 830, 127, -105, 6137, -7, 0, 8, -414, -144, -25157, -214, -223, -528, 13, 
26116, 0, 0, 0, 0, 0, 22, 830, 127, -105, 6137, -7, 0, 8, -414, -144, -25157, -214, -223, -528, 15, 
26134, 0, 0, 0, 0, 0, 22, 860, 125, -98, 6134, -5, 1, 8, -415, -144, -25156, -214, -223, -529, 11, 
26148, 0, 0, 0, 0, 0, 22, 890, 119, -102, 6132, -6, 0, 7, -416, -144, -25155, -214, -223, -529, 13, 
26164, 0, 0, 0, 0, 0, 22, 890, 119, -102, 6132, -6, 0, 7, -417, -144, -25155, -214, -222, -530, 11, 
26178, 0, 0, 0, 0, 0, 22, 920, 126, -124, 6139, -6, 0, 7, -418, -145, 190, -214, -222, -530, 12, 
26193, 0, 0, 0, 0, 0, 22, 920, 126, -124, 6139, -6, 0, 7, -418, -145, -25154, -214, -222, -529, 15, 
26211, 0, 0, 0, 0, 0, 22, 950, 133, -129, 6137, 0, 3, 13, -418, -145, -25154, -214, -222, -529, 12, 
26225, 0, 0, 0, 0, 0, 22, 970, 133, -129, 6137, 0, 3, 13, -417, -145, 4093, -214, -222, -529, 12, 
26241, 0, 0, 0, 0, 0, 22, 970, 126, -107, 6137, 6, 3, 13, -414, -145, -25150, -214, -222, -529, 13, 
26257, 0, 0, 0, 0, 0, 22, 970, 124, -106, 6140, 10, 4, 12, -413, -145, -25149, -214, -222, -528, 12, 
26271, 0, 0, 0, 0, 0, 23, 15, 124, -100, 6135, 9, 0, 12, -413, -145, -25149, -214, -222, -528, 16, 
26290, 0, 0, 0, 0, 0, 23, 15, 124, -100, 6135, 9, 0, 12, -410, -145, -25147, -215, -223, -529, 11, 
26304, 0, 0, 0, 0, 0, 23, 45, 124, -102, 6137, 9, 1, 13, -408, -145, -25145, -215, -223, -529, 12, 
26318, 0, 0, 0, 0, 0, 23, 45, 124, -102, 6137, 9, 1, 13, -408, -145, -25145, -215, -223, -529, 13, 
26334, 0, 0, 0, 0, 0, 23, 75, 134, -106, 6139, 11, 1, 14, -404, -145, -25143, -215, -222, -529, 11, 
26348, 0, 0, 0, 0, 0, 23, 75, 134, -106, 6139, 11, 1, 14, -404, -145, -25143, -215, -222, -529, 11, 
26365, 0, 0, 0, 0, 0, 23, 105, 128, -93, 6139, 9, 1, 16, -401, -145, -25139, -215, -223, 2287, 12, 
26380, 0, 0, 0, 0, 0, 23, 125, 123, -81, 6141, 9, 1, 16, -401, -145, -25139, -215, -223, 2287, 11, 
26394, 0, 0, 0, 0, 0, 23, 125, 126, -77, 6134, 5, 3, 13, -398, -144, -25136, -215, -223, -529, 12, 
26408, 0, 0, 0, 0, 0, 23, 155, 126, -77, 6134, 5, 3, 13, -398, -144, -25136, -215, -223, -529, 13, 
26424, 0, 0, 0, 0, 0, 23, 155, 125, -85, 6134, 0, 0, 15, -397, -144, -25133, -215, -222, -528, 11, 
26438, 0, 0, 0, 0, 0, 23, 155, 125, -85, 6134, 0, 0, 15, -397, -144, -25133, -215, -222, -528, 14, 
26456, 0, 0, 0, 0, 0, 23, 195, 125, -99, 6135, -3, 0, 14, -397, -145, -25129, -215, -222, -528, 12, 
26470, 0, 0, 0, 0, 0, 23, 215, 122, -96, 6136, -4, -2, 20750, -397, -145, -25129, -215, -222, -528, 12, 
26485, 0, 0, 0, 0, 0, 23, 215, 122, -96, 6136, -5, 0, 13, -398, -145, -25126, -215, -224, -529, 12, 
26500, 0, 0, 0, 0, 0, 23, 245, 127, -83, 6137, -5, 0, 13, -398, -145, -25126, -215, -224, -529, 12, 
26515, 0, 0, 0, 0, 0, 23, 245, 127, -83, 6137, -5, -1, 15, -399, -146, -25124, -215, -224, -529, 14, 
26532, 0, 0, 0, 0, 0, 23, 275, 123, -87, 6137, -5, -1, 15, -399, -146, -25124, -215, -224, -529, 13, 
26547, 0, 0, 0, 0, 0, 23, 275, 123, -87, 6137, -5, -1, 15, -399, -146, -25124, -215, -224, -529, 12, 
26562, 0, 0, 0, 0, 0, 23, 305, 124, -108, 6138, -12, -3, 8, -404, -146, -25121, -216, -223, -528, 12, 
26576, 0, 0, 0, 0, 0, 23, 305, 124, -108, 6138, -12, -3, 8, -404, -146, -25121, -215, -223, -528, 13, 
26595, 0, 0, 0, 0, 0, 23, 335, 128, -120, 6140, -8, 0, 9, -407, -146, -25120, -216, -222, 239, 11, 
26609, 0, 0, 0, 0, 0, 23, 355, 131, -117, 6141, -8, 0, 9, -407, -146, -25120, -216, -222, 239, 11, 
26624, 0, 0, 0, 0, 0, 23, 355, 131, -117, 6141, -2, 2, 8, -408, -146, -25118, -216, -223, -529, 12, 
26639, 0, 0, 0, 0, 0, 23, 385, 125, -103, 6137, -2, 2, 8, -408, -146, -25118, -216, -223, -529, 11, 
26653, 0, 0, 0, 0, 0, 23, 385, 120, -102, 6138, -2, 0, 7, -408, -146, -25117, -216, -224, -529, 12, 
26669, 0, 0, 0, 0, 0, 23, 415, 123, -105, 247, -2, 0, 7, -408, -146, -25117, -216, -224, -529, 16, 
26687, 0, 0, 0, 0, 0, 23, 415, 123, -110, 6135, -1, 0, 6, -408, -146, -25117, -216, -224, -529, 12, 
26702, 0, 0, 0, 0, 0, 23, 415, 127, -122, 6140, 3, 3, 8, -407, -146, -25117, -216, -224, -529, 13, 
26717, 0, 0, 0, 0, 0, 23, 415, 127, -122, 6140, 3, 3, 8, -407, -146, -25117, -216, -224, -529, 12, 
26732, 0, 0, 0, 0, 0, 0, 44800, 126, -112, 6139, 9, 3, 12, -405, -146, -25115, -216, -223, -529, 11, 
26746, 0, 0, 0, 0, 0, 0, 44800, 126, -112, 6139, 9, 3, 12, -405, -146, -25115, -216, -223, -529, 16, 
26764, 0, 0, 0, 0, 0, 23, 505, 118, -96, 6137, 10, 4, 11, -401, -145, -25113, -216, -224, -529, 12, 
26779, 0, 0, 0, 0, 0, 23, 525, 123, -88, 6136, 11, 0, 10, -401, -145, -25113, -216, -224, -529, 12, 
26793, 0, 0, 0, 0, 0, 23, 525, 123, -88, 6136, 11, 0, 10, -397, -145, -25110, -215, -223, -529, 13, 
26809, 0, 0, 0, 0, 0, 23, 555, 116, -95, 6134, 7, -3, 13, -397, -145, -25110, -215, -223, -529, 12, 
26823, 0, 0, 0, 0, 0, 23, 555, 116, -95, 6134, 6, -2, 12, -395, -146, -25108, -215, -223, -529, 16, 
26842, 0, 0, 0, 0, 0, 23, 585, 126, -103, 6138, 7, 0, 16, -395, -146, -25108, -215, -223, -529, 11, 
26856, 0, 0, 0, 0, 0, 23, 585, 126, -103, 6138, 7, 0, 16, -395, -146, -25108, -215, -223, -529, 12, 
26870, 0, 0, 0, 0, 0, 23, 615, 117, -91, 6140, 5, 0, 21, -391, -146, -25101, -215, -223, -529, 13, 
26886, 0, 0, 0, 0, 0, 23, 615, 117, -91, 6140, 5, 0, 21, -391, -146, -25101, -215, -223, -529, 12, 
26900, 0, 0, 0, 0, 0, 23, 645, 116, -76, 6140, 2, -3, 17, -390, -146, -25097, -215, -223, -529, 15, 
26917, 0, 0, 0, 0, 0, 23, 645, 116, -76, 6140, 2, -3, 17, -390, -146, -25097, -216, -224, -529, 13, 
26933, 0, 0, 0, 0, 0, 23, 645, 116, -76, 6140, -5, -3, 18, -390, -147, -25092, -216, -224, -529, 11, 
26947, 0, 0, 0, 0, 0, 23, 695, 125, -96, 6130, -5, -3, 18, -390, -147, -25092, -216, -224, -529, 12, 
26961, 0, 0, 0, 0, 0, 23, 695, 133, -101, 6138, -6, 0, 20, -392, -148, -25088, -216, -223, -529, 13, 
26977, 0, 0, 0, 0, 0, 23, 725, 133, -101, 6138, -6, 0, 20, -392, -148, -25088, -216, -223, -529, 14, 
26994, 0, 0, 0, 0, 0, 23, 725, 125, -104, 6137, -5, -1, 21, -393, -148, -25083, -216, -223, -529, 12, 
27010, 0, 0, 0, 0, 0, 23, 755, 128, -97, 6139, -5, -1, 17, -394, -148, -25080, -216, -223, -529, 11, 
27024, 0, 0, 0, 0, 0, 23, 755, 128, -97, 6139, -5, -1, 17, -394, -148, -25080, -217, -223, -528, 12, 
27039, 0, 0, 0, 0, 0, 23, 785, 122, -97, 6132, -8, -1, 17, -396, -149, -25076, -217, -223, -528, 12, 
27054, 0, 0, 0, 0, 0, 23, 785, 122, -97, 6132, -8, -1, 17, -396, -149, -25076, -217, -223, -528, 15, 
27071, 0, 0, 0, 0, 0, 23, 815, 127, -103, 6141, -8, -4, 13, -398, -149, -25073, -217, -223, -528, 12, 
27086, 0, 0, 0, 0, 0, 23, 835, 133, -121, 250, -8, -4, 13, -398, -149, -25073, -217, -223, -528, 13, 
27102, 0, 0, 0, 0, 0, 23, 835, 134, -121, 6140, -4, 0, 12, -400, -149, -25070, -217, -222, -528, 11, 
27116, 0, 0, 0, 0, 0, 23, 865, 131, -117, 6135, -4, 0, 12, -400, -149, -25070, -217, -222, -528, 14, 
27132, 0, 0, 0, 0, 0, 23, 865, 132, -112, 6138, 3, 1, 12, -400, -149, -25067, -217, -221, -528, 16, 
27151, 0, 0, 0, 0, 0, 23, 895, 125, -100, 6140, 1, 3, 11, -400, -149, -25067, -217, -221, -528, 12, 
27165, 0, 0, 0, 0, 0, 23, 915, 125, -100, 6140, 1, 3, 11, -399, -661, -753, -217, -221, -528, 12, 
27181, 0, 0, 0, 0, 0, 23, 915, 128, -105, 6135, 4, 2, 7, -398, -148, -25065, -217, -221, -528, 11, 
27195, 0, 0, 0, 0, 0, 23, 945, 128, -105, 6135, 4, 2, 7, -398, -148, -25065, -217, -221, -528, 12, 
27210, 0, 0, 0, 0, 0, 23, 945, 122, -114, 6135, 5, 2, 6, -396, -147, -25064, -217, -221, -528, 15, 
27228, 0, 0, 0, 0, 0, 23, 975, 122, -114, 6135, 5, 2, 6, -396, -147, -25064, -217, -221, -528, 12, 
27242, 0, 0, 0, 0, 0, 23, 975, 122, -114, 6135, 5, 2, 6, -394, -147, -25063, -217, -221, -529, 12, 
27257, 0, 0, 0, 0, 0, 24, 5, 124, -99, 6138, 10, 5, 10, -392, -146, -25062, -217, -221, -529, 13, 
27272, 0, 0, 0, 0, 0, 24, 5, 124, -99, 6138, 10, 5, 10, -391, -146, -25062, -217, -221, -528, 12, 
27287, 0, 0, 0, 0, 0, 24, 35, 116, -86, 6134, 7, 3, 9, -391, -146, -25062, -217, -221, -528, 14, 
27304, 0, 0, 0, 0, 0, 24, 35, 116, -86, 6134, 7, 3, 9, -388, -145, -25060, -218, -221, -528, 13, 
27319, 0, 0, 0, 0, 0, 24, 35, 121, -88, 6133, 4, 0, 10, -387, -145, -25059, -218, -220, -527, 12, 
27334, 0, 0, 0, 0, 0, 24, 85, 121, -88, 6133, 4, 0, 10, -387, -145, -25059, -218, -220, -527, 12, 
27348, 0, 0, 0, 0, 0, 24, 95, 126, -98, 6138, 0, 1, 10, -386, -145, -25056, -218, -221, -527, 13, 
27364, 0, 0, 0, 0, 0, 24, 95, 126, -98, 6138, 0, 1, 10, -386, -145, -25056, -218, -221, -527, 14, 
27381, 0, 0, 0, 0, 0, 24, 125, 120, -98, 6133, -1, 0, 14, -386, -145, -25052, -218, -221, -528, 13, 
27397, 0, 0, 0, 0, 0, 24, 145, 120, -85, 6133, 0, 1, 17, -386, -145, -25052, -218, -221, -528, 11, 
27411, 0, 0, 0, 0, 0, 24, 145, 120, -85, 6133, 0, 1, 17, -386, -146, -25048, -218, -221, -528, 12, 
27426, 0, 0, 0, 0, 0, 24, 175, 120, -88, 6137, -7, -2, 15, -386, -146, -25048, -218, -221, -528, 13, 
27441, 0, 0, 0, 0, 0, 24, 175, 120, -88, 6137, -7, -2, 15, -388, -146, -25044, -218, -220, -528, 15, 
27459, 0, 0, 0, 0, 0, 24, 205, 120, -102, 6138, -9, -4, 18, -388, -146, -25044, -218, -220, -528, 12, 
27473, 0, 0, 0, 0, 0, 24, 225, 120, -102, 6138, -9, -4, 18, -30597, 21845, 4093, -218, -220, -528, 13, 
27489, 0, 0, 0, 0, 0, 24, 225, 127, -108, 6141, -6, -4, 18, -391, -148, -25036, -218, -221, -528, 12, 
27504, 0, 0, 0, 0, 0, 24, 255, 127, -108, 6141, -6, -4, 18, -391, -148, -25036, -218, -221, -528, 11, 
27518, 0, 0, 0, 0, 0, 24, 255, 128, -107, 6135, -4, -2, 17, -393, -149, -25031, -219, -220, -528, 16, 
27536, 0, 0, 0, 0, 0, 24, 285, 128, -107, 6135, -4, -2, 17, -393, -149, -25031, -219, -220, -528, 12, 
27551, 0, 0, 0, 0, 0, 24, 285, 24955, 21333, -393, -4, -2, 17, -393, -149, -25031, -218, -220, -529, 15, 
27568, 0, 0, 0, 0, 0, 24, 315, 122, -109, 6137, -6, 0, 15, -394, -149, -25023, -218, -220, -529, 12, 
27583, 0, 0, 0, 0, 0, 24, 335, 122, -109, 6137, -6, 0, 15, -394, -149, -25023, -28923, 21845, 4093, 12, 
27597, 0, 0, 0, 0, 0, 24, 345, 128, -118, 6138, 0, 0, 15, -395, -150, -25019, -218, -220, -528, 16, 
27616, 0, 0, 0, 0, 0, 24, 109, 128, -118, 6138, 0, 0, 15, -395, -150, -25019, -218, -220, -528, 11, 
27630, 0, 0, 0, 0, 0, 24, 109, 128, -118, 6138, 0, 0, 15, -394, -150, -25014, -220, -220, -528, 12, 
27644, 0, 0, 0, 0, 0, 24, 395, 126, -108, 6143, 5, 0, 17, -394, -150, -25014, -220, -220, -528, 13, 
27660, 0, 0, 0, 0, 0, 24, 395, 126, -108, 6143, 5, 0, 17, -392, -149, -25010, -220, -220, -528, 12, 
27674, 0, 0, 0, 0, 0, 24, 425, 120, -100, 6136, 7, 3, 12, -392, -149, -25010, -220, -220, -528, 15, 
27692, 0, 0, 0, 0, 0, 24, 425, 120, -100, 6136, 7, 3, 12, -390, -148, -25006, -219, -221, -528, 12, 
27707, 0, 0, 0, 0, 0, 24, 425, 121, -93, 6142, 4, 0, 12, -389, -148, -25005, -219, -220, -528, 12, 
27722, 0, 0, 0, 0, 0, 0, 0, 121, -93, 6142, 4, 0, 12, -389, -148, -25005, -219, -220, -528, 12, 
27737, 0, 0, 0, 0, 0, 24, 485, 124, -106, 6136, 7, 5, 13, -387, -148, -25001, -219, -219, -527, 12, 
27751, 0, 0, 0, 0, 0, 24, 485, 124, -106, 6136, 7, 5, 13, -387, -148, -25001, -219, -219, -527, 15, 
27769, 0, 0, 0, 0, 0, 0, 44800, 119, -96, 6138, 6, 5, 14, -384, -146, -24998, -219, -219, -527, 13, 
27784, 0, 0, 0, 0, 0, 24, 535, 119, -91, 6138, 4, 2, 11, -384, -146, -24998, -219, -219, -527, 12, 
27799, 0, 0, 0, 0, 0, 24, 535, 119, -91, 6138, 4, 2, 11, -383, -146, -24994, -220, -219, -527, 12, 
27813, 0, 0, 0, 0, 0, 24, 565, 116, -83, 6134, 0, 3, 13, -383, -146, -24994, -220, -219, -527, 13, 
27829, 0, 0, 0, 0, 0, 24, 565, 116, -83, 6134, 0, 3, 13, -382, -145, -24991, -220, -220, -527, 14, 
27846, 0, 0, 0, 0, 0, 24, 595, 128, -92, 6135, -5, 1, 13, -382, -145, -24991, -220, -220, -527, 12, 
27862, 0, 0, 0, 0, 0, 24, 595, 128, -92, 6135, -5, 1, 13, -382, -145, -24991, -220, -220, -527, 11, 
27876, 0, 0, 0, 0, 0, 24, 44800, 120, -98, 6132, -5, 2, 16, -383, -145, -24985, -220, -220, -528, 12, 
27891, 0, 0, 0, 0, 0, 24, 44800, 120, -98, 6132, -5, 2, 16, -383, -145, -24985, -220, -220, -528, 13, 
27906, 0, 0, 0, 0, 0, 0, 21935, 117, -97, 6134, -3, 0, 15, -384, -145, -24981, -219, -219, -527, 15, 
27924, 0, 0, 0, 0, 0, 24, 0, 117, -97, 6134, -3, 0, 15, -384, -145, -24981, -219, -219, -527, 11, 
27938, 0, 0, 0, 0, 0, 24, 0, 117, -97, 6134, -3, 0, 15, -386, -145, -24977, -219, -218, -527, 13, 
27954, 0, 0, 0, 0, 0, 24, 705, 121, -103, 6136, -8, 0, 14, -387, -145, 21106, -219, -218, -527, 11, 
